rate,votes,location,rest_type,cuisines,cost,menu_item,online_order_No,online_order_Yes,book_table_No,book_table_Yes
3.5,47,53,62,1208,300.0,3600,0,1,1,0
4.6,2906,53,22,1468,600.0,5047,0,1,0,1
3.6,28,53,20,1196,600.0,5047,1,0,1,0
2.3,203,53,20,1196,400.0,5047,1,0,1,0
3.9,96,53,62,1190,500.0,1018,0,1,1,0
4.0,183,9,66,782,550.0,560,0,1,1,0
4.6,5894,53,56,721,1400.0,5047,0,1,0,1
3.7,129,80,72,285,300.0,1120,0,1,1,0
3.2,50,84,51,53,300.0,5047,0,1,1,0
3.9,308,33,20,613,500.0,1314,0,1,1,0
4.2,220,53,62,1156,300.0,1899,0,1,1,0
3.8,78,53,62,1196,350.0,5047,1,0,1,0
4.4,3004,53,5,1311,1300.0,4246,0,1,0,1
4.1,221,80,45,1644,250.0,541,0,1,1,0
3.9,536,53,62,322,450.0,5047,0,1,1,0
3.4,250,9,62,203,400.0,4920,0,1,1,0
3.7,83,53,20,307,600.0,1959,0,1,1,0
3.6,66,53,62,1181,600.0,1191,0,1,1,0
3.5,45,53,62,1175,400.0,5047,1,0,1,0
3.9,772,53,20,1181,1000.0,1117,0,1,1,0
4.1,341,9,20,102,600.0,5047,0,1,0,1
4.6,592,84,20,0,1000.0,933,0,1,0,1
3.9,632,53,62,1451,300.0,3785,0,1,1,0
3.7,143,53,9,214,300.0,2901,0,1,1,0
3.8,345,53,20,238,800.0,3534,0,1,0,1
2.8,110,53,62,1002,600.0,5047,1,0,1,0
3.6,543,53,62,209,400.0,4512,0,1,1,0
4.0,364,84,20,1053,700.0,1197,0,1,0,1
4.1,932,84,20,1081,700.0,3259,0,1,1,0
4.1,461,53,62,1451,400.0,2665,0,1,1,0
4.1,1752,84,20,1017,1400.0,223,0,1,0,1
4.5,751,84,17,9,900.0,4528,0,1,0,1
4.0,741,84,20,625,750.0,2025,0,1,1,0
4.0,914,53,20,45,750.0,4621,0,1,0,1
3.8,314,77,62,1200,400.0,1869,0,1,1,0
3.2,503,9,13,359,500.0,5014,0,1,0,1
3.7,231,53,20,1591,500.0,5047,0,1,1,0
4.0,284,53,20,236,750.0,343,0,1,1,0
3.0,178,33,62,1547,200.0,3191,0,1,1,0
3.9,231,53,20,1182,800.0,3347,0,1,0,1
4.0,105,53,9,210,300.0,5047,0,1,1,0
3.6,131,53,62,197,600.0,2888,0,1,1,0
3.9,198,9,62,1180,300.0,4039,0,1,1,0
3.2,271,9,60,723,1500.0,2335,0,1,0,1
4.4,3113,53,21,1350,1500.0,2813,0,1,0,1
4.1,671,53,62,1674,450.0,4982,0,1,1,0
3.7,354,84,20,1181,700.0,5047,0,1,1,0
4.1,426,53,20,1156,1000.0,1681,0,1,1,0
4.4,1053,84,29,929,500.0,1,0,1,1,0
3.6,83,33,62,866,350.0,5047,0,1,1,0
4.0,136,53,20,1579,1000.0,333,0,1,1,0
4.4,1184,53,60,1228,1200.0,5047,0,1,0,1
3.8,198,9,62,84,300.0,2758,0,1,1,0
3.8,62,84,29,38,600.0,5047,0,1,1,0
4.1,50,53,62,1640,200.0,1955,0,1,1,0
4.0,137,9,13,325,600.0,4109,0,1,0,1
4.3,178,84,64,1340,400.0,2318,0,1,1,0
4.0,728,53,20,941,800.0,4616,0,1,1,0
3.8,76,33,62,558,250.0,1311,0,1,1,0
3.8,121,53,72,1070,150.0,5047,0,1,1,0
4.2,198,53,20,88,1000.0,723,0,1,0,1
4.0,511,9,20,48,800.0,2195,0,1,0,1
3.8,295,53,62,1459,350.0,5047,0,1,1,0
3.9,81,53,62,1156,250.0,57,0,1,1,0
2.7,135,53,20,277,550.0,5047,0,1,1,0
3.9,1624,84,20,292,800.0,2556,0,1,1,0
3.2,61,33,72,1474,400.0,3112,0,1,1,0
3.7,853,84,20,50,650.0,5047,0,1,1,0
4.2,264,9,62,1547,200.0,891,0,1,1,0
3.6,82,9,62,817,400.0,2584,0,1,1,0
2.8,67,53,13,508,300.0,2404,0,1,1,0
2.4,58,53,20,1196,600.0,5047,1,0,1,0
4.0,501,53,20,604,600.0,3686,0,1,1,0
3.7,63,53,62,839,200.0,3262,0,1,1,0
4.2,44,53,30,789,300.0,20,0,1,1,0
4.3,1287,53,21,172,1100.0,3663,0,1,0,1
4.0,395,53,20,49,500.0,5047,1,0,1,0
3.7,210,53,41,1181,600.0,3660,0,1,1,0
4.1,1143,9,62,1439,500.0,5047,1,0,1,0
4.3,72,9,14,355,400.0,5047,1,0,0,1
3.4,232,9,20,516,550.0,5047,1,0,1,0
3.8,210,33,20,205,500.0,5047,1,0,1,0
3.8,79,77,62,1272,400.0,5047,0,1,1,0
2.6,142,9,20,1589,400.0,5047,1,0,1,0
3.6,98,9,62,1196,450.0,5047,1,0,1,0
3.7,61,33,72,1416,300.0,5047,1,0,1,0
2.8,70,80,20,1520,650.0,5047,1,0,1,0
2.4,229,9,20,1156,450.0,5047,1,0,1,0
2.9,115,9,20,1196,800.0,5047,1,0,1,0
4.1,707,9,13,387,600.0,5047,1,0,1,0
3.1,142,53,20,1423,450.0,5047,0,1,1,0
3.8,384,53,20,1592,800.0,5047,0,1,0,1
2.8,1878,9,20,110,750.0,1330,0,1,1,0
3.7,114,53,62,1209,400.0,2022,0,1,1,0
2.6,104,53,43,1474,750.0,5047,0,1,1,0
3.8,374,53,62,1410,300.0,2354,0,1,1,0
3.0,148,9,20,57,600.0,5047,0,1,1,0
3.7,198,53,20,74,650.0,5047,0,1,1,0
3.8,585,53,20,1183,600.0,2871,0,1,0,1
3.6,26,53,62,1196,250.0,4286,0,1,1,0
3.9,56,53,20,609,800.0,4879,0,1,1,0
4.1,48,53,62,1156,250.0,290,0,1,1,0
4.0,472,9,20,1156,700.0,3677,0,1,1,0
3.6,106,9,62,1589,250.0,3413,0,1,1,0
3.6,82,53,62,1670,400.0,1404,0,1,1,0
3.0,459,53,20,1356,500.0,3030,0,1,1,0
3.6,56,25,13,374,1000.0,477,0,1,1,0
3.6,92,9,62,1589,350.0,2034,0,1,1,0
3.6,92,53,62,1354,700.0,1002,0,1,1,0
4.0,561,53,20,1196,900.0,5047,0,1,0,1
3.8,232,53,62,197,300.0,5047,0,1,1,0
4.1,685,53,62,1644,200.0,5047,0,1,1,0
3.5,129,33,62,1547,400.0,1758,0,1,1,0
3.7,205,53,62,1156,350.0,3565,0,1,1,0
3.5,107,9,41,69,500.0,3448,0,1,1,0
4.2,116,9,20,1552,800.0,2019,0,1,1,0
3.8,219,10,20,609,500.0,4779,0,1,1,0
4.0,157,53,20,1405,800.0,5047,0,1,0,1
3.7,49,9,62,826,300.0,1494,0,1,1,0
3.7,833,53,20,286,700.0,4397,0,1,1,0
3.1,61,53,29,521,650.0,4780,0,1,1,0
3.9,228,53,20,1413,750.0,5047,0,1,0,1
3.8,35,53,62,1156,150.0,3946,0,1,1,0
3.5,377,9,20,569,750.0,1886,0,1,1,0
3.7,128,33,20,1423,600.0,5047,0,1,1,0
3.2,115,33,20,520,500.0,5047,0,1,1,0
3.7,61,53,20,296,700.0,5047,0,1,1,0
4.1,825,9,13,506,300.0,3366,0,1,1,0
3.6,42,53,72,1196,300.0,5047,0,1,1,0
3.9,219,53,62,1156,250.0,5047,0,1,1,0
3.8,60,33,1,178,450.0,1596,0,1,1,0
4.2,176,53,20,1401,1000.0,5047,0,1,1,0
3.8,49,53,62,1033,300.0,2962,0,1,1,0
3.6,94,53,13,360,700.0,5047,1,0,1,0
3.8,93,33,72,1033,300.0,5047,0,1,1,0
3.8,54,53,62,1386,400.0,5047,0,1,1,0
3.8,170,33,62,1196,500.0,5047,0,1,1,0
3.6,250,33,20,1196,700.0,4722,0,1,1,0
3.5,180,53,20,1191,800.0,1053,0,1,1,0
3.9,98,53,12,217,500.0,3419,0,1,1,0
3.4,89,84,62,1156,300.0,5047,0,1,1,0
3.8,94,53,20,1272,750.0,5047,0,1,1,0
3.6,93,9,62,1196,300.0,1560,0,1,1,0
4.0,122,80,20,1210,800.0,5047,0,1,1,0
3.5,118,53,29,1416,200.0,3619,0,1,1,0
3.7,72,84,62,1156,450.0,1868,0,1,1,0
4.0,121,9,62,1482,900.0,4278,0,1,1,0
3.3,46,53,20,1185,600.0,5047,0,1,1,0
2.8,53,53,62,817,300.0,1812,0,1,1,0
3.8,38,53,62,283,450.0,5047,0,1,1,0
2.1,479,53,20,1196,650.0,5047,0,1,1,0
3.2,426,33,20,1188,600.0,2797,0,1,1,0
3.8,832,9,21,1156,750.0,5047,0,1,0,1
3.2,270,9,20,1038,500.0,5047,0,1,1,0
3.7,692,9,20,598,750.0,5047,0,1,0,1
3.6,56,53,20,591,750.0,5047,0,1,1,0
3.6,46,53,20,1196,500.0,5047,0,1,1,0
2.6,118,53,21,1196,1200.0,5047,1,0,1,0
3.3,218,9,20,1138,600.0,5047,0,1,1,0
3.8,52,33,0,181,350.0,1647,0,1,1,0
3.5,98,53,62,1196,400.0,5047,0,1,1,0
3.9,669,53,20,1232,750.0,4829,0,1,0,1
2.1,243,53,62,197,400.0,5047,0,1,1,0
4.0,784,9,62,1110,600.0,4583,0,1,1,0
3.8,434,53,20,286,650.0,5047,0,1,1,0
4.0,632,33,20,727,800.0,974,0,1,0,1
3.4,85,9,20,1187,500.0,5047,0,1,1,0
3.4,71,33,20,558,600.0,5047,0,1,1,0
2.4,63,33,62,1483,500.0,4734,0,1,1,0
3.4,85,53,62,916,200.0,5047,0,1,1,0
3.8,70,33,20,1209,750.0,5047,0,1,1,0
3.8,63,84,62,1196,200.0,4913,0,1,1,0
4.0,73,53,62,1156,250.0,3593,0,1,1,0
3.9,36,53,20,1156,800.0,3936,0,1,1,0
3.7,126,53,20,1156,600.0,5047,0,1,1,0
4.2,2189,53,20,1375,1500.0,5047,0,1,0,1
3.7,82,9,62,872,150.0,889,0,1,1,0
3.9,236,9,20,1424,750.0,5047,0,1,1,0
4.0,528,53,62,1451,150.0,1675,0,1,1,0
3.7,97,53,62,1273,500.0,3696,0,1,1,0
4.0,44,9,62,843,450.0,2586,0,1,1,0
3.8,156,53,62,1218,400.0,5047,0,1,1,0
3.7,132,53,20,1156,750.0,2330,0,1,1,0
3.2,521,53,62,1036,500.0,3695,0,1,1,0
4.1,59,53,62,821,300.0,5022,0,1,1,0
3.9,391,33,62,1224,450.0,2587,0,1,1,0
4.3,522,84,20,1033,1000.0,5047,0,1,1,0
3.6,199,53,41,558,500.0,4764,0,1,1,0
3.5,1824,53,20,296,850.0,5047,0,1,0,1
3.2,684,53,20,117,800.0,366,0,1,1,0
3.8,69,53,62,1589,400.0,3801,0,1,1,0
3.1,95,53,62,1463,500.0,4911,0,1,1,0
4.5,155,9,62,1497,250.0,3872,0,1,1,0
4.1,124,9,30,789,400.0,4556,0,1,1,0
3.3,72,33,20,519,600.0,1130,0,1,1,0
4.7,1542,84,20,521,1700.0,5047,0,1,0,1
2.9,253,6,62,1196,400.0,3642,0,1,1,0
3.0,384,53,20,521,1000.0,1272,0,1,1,0
4.1,266,9,21,1299,1000.0,2475,0,1,0,1
4.0,2834,84,21,1143,1100.0,1907,0,1,0,1
3.6,33,33,62,841,500.0,3516,0,1,1,0
3.7,42,53,72,122,400.0,1273,0,1,1,0
4.7,7154,53,20,153,1400.0,5047,1,0,0,1
4.5,971,53,30,956,400.0,1979,0,1,1,0
3.8,98,53,68,1640,200.0,5047,1,0,1,0
3.7,132,53,62,1264,250.0,5047,1,0,1,0
4.1,193,53,0,181,500.0,5047,1,0,1,0
4.1,519,53,30,790,500.0,5047,0,1,1,0
4.0,55,53,29,181,500.0,1618,0,1,1,0
4.1,287,53,30,789,300.0,1622,0,1,1,0
4.0,174,53,30,798,350.0,3193,0,1,1,0
4.2,44,53,30,789,300.0,21,0,1,1,0
4.0,105,53,9,210,300.0,1742,0,1,1,0
3.6,94,53,13,360,700.0,5047,1,0,1,0
3.7,143,53,9,214,300.0,5047,0,1,1,0
4.0,111,53,30,792,400.0,609,0,1,1,0
4.4,978,9,22,1468,600.0,2250,0,1,0,1
4.1,1143,9,62,1439,500.0,5047,1,0,1,0
4.3,72,9,14,355,400.0,5047,1,0,0,1
4.2,226,9,69,1121,400.0,4215,0,1,1,0
4.1,124,9,30,789,400.0,4555,0,1,1,0
4.0,183,9,66,782,550.0,559,0,1,1,0
3.8,70,9,9,214,400.0,3983,0,1,1,0
4.1,99,53,21,669,1100.0,1973,0,1,0,1
4.6,5894,53,56,721,1400.0,5047,0,1,0,1
4.3,764,53,37,741,2500.0,5047,1,0,0,1
4.8,7284,53,21,1324,1500.0,5047,1,0,0,1
4.8,12121,53,20,813,1600.0,5047,1,0,0,1
4.8,3932,53,20,720,1300.0,5047,1,0,0,1
4.7,7154,53,20,153,1400.0,5047,1,0,0,1
4.5,1909,53,21,1369,1100.0,5047,1,0,0,1
4.4,3113,53,21,1350,1500.0,2813,0,1,0,1
4.4,3004,53,5,1311,1300.0,5047,0,1,0,1
4.5,3486,53,20,1394,1300.0,5047,1,0,0,1
4.4,730,53,60,726,1500.0,5047,1,0,0,1
4.8,4696,53,57,803,1800.0,5047,1,0,0,1
3.8,1989,53,20,50,650.0,5047,0,1,1,0
4.4,1184,53,60,1228,1200.0,5047,0,1,0,1
4.5,785,53,37,1309,2700.0,5047,1,0,0,1
4.2,970,53,20,43,800.0,5047,1,0,1,0
4.2,746,53,4,719,1600.0,5047,1,0,0,1
4.3,1370,53,20,1303,1000.0,5047,1,0,1,0
4.2,3367,53,20,239,600.0,5047,0,1,1,0
4.4,619,53,21,641,1000.0,5047,1,0,0,1
4.6,2906,53,22,1468,600.0,5047,0,1,0,1
4.3,1074,53,20,1325,1600.0,5047,1,0,0,1
4.3,1287,53,21,172,1100.0,5047,0,1,0,1
4.5,443,53,20,1196,900.0,5047,1,0,0,1
4.5,900,53,60,1296,1000.0,5047,1,0,0,1
4.0,728,53,20,941,800.0,5047,0,1,1,0
4.0,914,53,20,45,750.0,4622,0,1,0,1
4.4,1810,53,20,558,800.0,5047,0,1,0,1
4.2,1459,53,21,50,800.0,5047,1,0,0,1
4.0,362,53,21,138,1500.0,5047,1,0,0,1
3.9,866,53,5,1126,1500.0,5047,1,0,0,1
4.1,426,53,20,1156,1000.0,5047,0,1,1,0
3.7,83,53,20,307,600.0,1960,0,1,1,0
4.5,457,53,38,1396,2500.0,5047,1,0,0,1
4.3,758,53,60,685,1300.0,5047,1,0,0,1
4.0,395,53,20,49,500.0,5047,1,0,1,0
3.8,53,53,4,731,1400.0,5047,1,0,0,1
3.8,1819,53,20,292,800.0,5047,0,1,1,0
4.2,515,53,37,1622,2000.0,5047,1,0,0,1
3.9,49,53,26,648,1100.0,5047,1,0,1,0
3.7,494,53,20,278,700.0,2734,0,1,1,0
4.1,99,53,21,669,1100.0,5047,0,1,0,1
3.5,1824,53,20,296,850.0,3518,0,1,0,1
4.2,344,53,20,170,1700.0,5047,0,1,0,1
3.9,96,53,20,517,650.0,5047,1,0,1,0
3.9,151,53,5,1222,1500.0,5047,1,0,1,0
3.9,1994,53,20,238,800.0,1832,0,1,1,0
3.9,228,53,20,1413,750.0,5047,0,1,0,1
3.9,669,53,20,1232,750.0,5047,0,1,0,1
4.0,157,53,20,1405,800.0,5047,0,1,0,1
3.7,88,53,20,652,800.0,5047,1,0,0,1
3.9,231,53,20,1182,800.0,5047,0,1,0,1
3.9,300,53,20,604,850.0,1174,0,1,1,0
3.9,36,53,20,1156,800.0,5047,0,1,1,0
3.6,348,53,20,94,1000.0,2424,0,1,1,0
3.8,585,53,20,1183,600.0,5047,0,1,0,1
3.8,345,53,20,238,800.0,5047,0,1,0,1
3.8,434,53,20,286,650.0,5047,0,1,1,0
4.0,213,53,20,1296,1300.0,5047,1,0,0,1
3.9,772,53,20,1181,1000.0,5047,0,1,1,0
2.7,444,53,20,1156,900.0,5047,1,0,0,1
4.0,284,53,20,236,750.0,5047,0,1,1,0
2.7,602,53,20,1599,400.0,5047,0,1,1,0
4.0,561,53,20,1196,900.0,3296,0,1,0,1
3.7,833,53,20,286,700.0,5047,0,1,1,0
3.9,90,53,13,455,700.0,5047,1,0,1,0
4.3,53,53,46,680,4500.0,5047,1,0,1,0
2.0,259,53,20,80,800.0,5047,1,0,1,0
3.8,111,53,20,1196,600.0,5047,1,0,1,0
3.9,92,53,20,765,1000.0,5047,1,0,1,0
3.4,153,53,20,1196,800.0,5047,0,1,0,1
4.0,501,53,20,604,600.0,5047,0,1,1,0
3.2,684,53,20,117,800.0,5047,0,1,1,0
4.1,97,53,20,591,400.0,5047,1,0,1,0
3.8,36,53,21,80,1100.0,5047,1,0,1,0
3.7,198,53,20,74,650.0,5047,0,1,1,0
3.7,132,53,20,1156,750.0,5047,0,1,1,0
3.1,142,53,20,1423,450.0,5047,0,1,1,0
3.8,759,53,20,1210,500.0,2997,0,1,1,0
2.8,67,53,13,508,300.0,5047,0,1,1,0
3.0,459,53,20,1356,500.0,5047,0,1,1,0
4.2,176,53,20,1401,1000.0,5047,0,1,1,0
3.8,94,53,20,1272,750.0,5047,0,1,1,0
2.9,27,53,4,1314,1200.0,5047,1,0,1,0
3.1,217,53,20,601,650.0,5047,0,1,1,0
3.6,87,53,20,43,650.0,5047,1,0,1,0
3.6,94,53,13,360,700.0,5047,1,0,1,0
3.7,231,53,20,1591,500.0,5047,0,1,1,0
3.6,46,53,20,1196,500.0,5047,0,1,1,0
4.1,85,53,13,370,400.0,3682,0,1,1,0
3.9,63,53,20,1146,1000.0,5047,1,0,1,0
4.0,136,53,20,1579,1000.0,5047,0,1,1,0
3.9,671,53,20,1606,450.0,5047,0,1,1,0
3.6,56,53,20,591,750.0,5047,0,1,1,0
3.9,125,53,46,806,2500.0,5047,1,0,0,1
3.7,126,53,20,1156,600.0,5047,0,1,1,0
3.3,46,53,20,1185,600.0,5047,0,1,1,0
3.8,60,53,20,817,800.0,5047,1,0,1,0
3.9,56,53,20,609,800.0,5047,0,1,1,0
2.6,62,53,21,1197,1000.0,5047,1,0,0,1
3.8,69,53,62,1589,400.0,5047,0,1,1,0
2.7,135,53,20,277,550.0,5047,0,1,1,0
3.8,690,53,20,604,1000.0,5047,1,0,1,0
2.6,118,53,21,1196,1200.0,5047,1,0,1,0
3.5,254,53,20,297,500.0,5047,1,0,1,0
3.6,28,53,20,1196,600.0,5047,1,0,1,0
2.3,203,53,20,1196,400.0,5047,1,0,1,0
2.1,479,53,20,1196,650.0,5047,0,1,1,0
3.8,384,53,20,1592,800.0,5047,0,1,0,1
3.7,61,53,20,296,700.0,5047,0,1,1,0
2.8,148,53,62,1474,750.0,5047,0,1,1,0
2.4,58,53,20,1196,600.0,5047,1,0,1,0
2.6,346,53,20,947,700.0,2560,0,1,1,0
3.3,71,53,12,228,250.0,2304,0,1,1,0
3.2,155,53,20,199,600.0,5047,0,1,1,0
3.0,384,53,20,521,1000.0,5047,0,1,1,0
3.5,180,53,20,1191,800.0,5047,0,1,1,0
2.4,135,53,20,1196,600.0,5047,0,1,1,0
4.1,685,53,62,1644,200.0,5047,0,1,1,0
4.1,671,53,62,1674,450.0,5047,0,1,1,0
4.0,528,53,62,1451,150.0,5047,0,1,1,0
3.9,262,53,62,1474,400.0,5047,0,1,1,0
3.9,536,53,62,322,450.0,5047,0,1,1,0
4.2,337,53,68,1643,200.0,5047,0,1,1,0
3.8,232,53,62,197,300.0,5047,0,1,1,0
4.2,220,53,62,1156,300.0,5047,0,1,1,0
4.0,73,53,62,1156,250.0,5047,0,1,1,0
4.0,97,53,62,1209,400.0,5047,0,1,1,0
3.4,115,53,72,1335,300.0,5047,0,1,1,0
3.7,97,53,62,1273,500.0,5047,0,1,1,0
3.6,66,53,62,1181,600.0,1192,0,1,1,0
3.7,114,53,62,1209,400.0,5047,0,1,1,0
3.6,104,53,62,1386,350.0,5047,1,0,1,0
3.8,295,53,62,1459,350.0,5047,0,1,1,0
3.6,131,53,62,197,600.0,5047,0,1,1,0
3.8,370,53,62,1561,350.0,5047,0,1,1,0
4.1,461,53,62,1451,400.0,5047,0,1,1,0
3.8,374,53,62,1410,300.0,5047,0,1,1,0
3.9,81,53,62,1156,250.0,5047,0,1,1,0
3.4,422,53,62,1196,400.0,5047,0,1,1,0
3.8,49,53,62,1033,300.0,5047,0,1,1,0
3.9,632,53,62,1451,300.0,5047,0,1,1,0
4.1,123,53,62,1156,200.0,5047,1,0,1,0
3.8,633,53,62,1190,500.0,5047,0,1,1,0
4.0,173,53,62,817,400.0,4407,0,1,1,0
3.3,184,53,62,825,350.0,5047,0,1,1,0
3.5,98,53,62,1196,400.0,5047,0,1,1,0
2.9,69,53,62,1547,200.0,5047,1,0,1,0
3.6,255,53,62,817,200.0,5047,1,0,1,0
4.1,48,53,62,1156,250.0,5047,0,1,1,0
3.8,35,53,62,1156,150.0,5047,0,1,1,0
3.8,156,53,62,1218,400.0,5047,0,1,1,0
3.5,100,53,3,175,450.0,5047,0,1,1,0
3.3,228,53,62,1268,250.0,5047,0,1,1,0
4.1,59,53,62,821,300.0,5047,0,1,1,0
3.6,92,53,62,1354,700.0,5047,0,1,1,0
3.8,54,53,62,1386,400.0,5047,0,1,1,0
2.1,243,53,62,197,400.0,5047,0,1,1,0
3.2,521,53,62,1036,500.0,5047,0,1,1,0
4.5,157,53,62,1259,300.0,4692,0,1,1,0
3.6,82,53,62,1670,400.0,5047,0,1,1,0
3.6,63,53,62,1547,150.0,5047,1,0,1,0
3.6,199,53,41,558,500.0,5047,0,1,1,0
3.4,313,53,62,1196,300.0,5047,0,1,1,0
2.1,342,53,62,282,500.0,5047,1,0,1,0
3.5,47,53,62,1208,300.0,5047,0,1,1,0
3.6,26,53,62,1196,250.0,5047,0,1,1,0
3.7,63,53,62,839,200.0,5047,0,1,1,0
4.1,50,53,62,1640,200.0,5047,0,1,1,0
2.8,110,53,62,1002,600.0,5047,1,0,1,0
3.1,95,53,62,1463,500.0,5047,0,1,1,0
3.8,78,53,62,1196,350.0,5047,1,0,1,0
3.8,38,53,62,283,450.0,5047,0,1,1,0
3.5,45,53,62,1175,400.0,5047,1,0,1,0
3.6,543,53,62,209,400.0,5047,0,1,1,0
2.8,53,53,62,817,300.0,5047,0,1,1,0
2.6,159,53,62,1156,300.0,2448,0,1,1,0
3.7,210,53,41,1181,600.0,5047,0,1,1,0
3.2,220,53,62,1547,450.0,5047,0,1,1,0
4.4,1788,9,60,688,1200.0,5047,1,0,0,1
4.1,266,9,21,1299,1000.0,5047,0,1,0,1
4.2,841,9,20,1166,700.0,2986,0,1,0,1
4.2,373,9,20,604,600.0,1316,0,1,1,0
4.1,825,9,13,506,300.0,5047,0,1,1,0
2.8,1878,9,20,110,750.0,5047,0,1,1,0
3.2,271,9,60,723,1500.0,5047,0,1,0,1
4.0,137,9,13,325,600.0,5047,0,1,0,1
4.1,341,9,20,102,600.0,5047,0,1,0,1
4.2,116,9,20,1552,800.0,5047,0,1,1,0
3.9,115,9,20,1162,800.0,5047,0,1,1,0
4.0,511,9,20,48,800.0,5047,0,1,0,1
4.0,472,9,20,1156,700.0,5047,0,1,1,0
3.9,236,9,20,1424,750.0,5047,0,1,1,0
3.8,832,9,21,1156,750.0,5047,0,1,0,1
4.0,122,80,20,1210,800.0,5047,0,1,1,0
4.1,1143,9,62,1439,500.0,5047,1,0,1,0
4.1,221,80,45,1644,250.0,5047,0,1,1,0
3.2,50,84,51,53,300.0,5047,0,1,1,0
3.4,232,9,20,516,550.0,5047,1,0,1,0
3.4,250,9,62,203,400.0,5047,0,1,1,0
3.7,128,33,20,1423,600.0,5047,0,1,1,0
3.8,210,33,20,205,500.0,5047,1,0,1,0
3.2,270,9,20,1038,500.0,5047,0,1,1,0
3.3,802,9,62,106,400.0,5047,0,1,1,0
3.8,314,77,62,1200,400.0,5047,0,1,1,0
3.8,170,33,62,1196,500.0,5047,0,1,1,0
3.2,503,9,13,359,500.0,5047,0,1,0,1
3.5,69,9,20,1142,850.0,1456,0,1,1,0
3.9,198,9,62,1180,300.0,5047,0,1,1,0
4.0,784,9,62,1110,600.0,5047,0,1,1,0
3.5,107,9,41,69,500.0,5047,0,1,1,0
4.0,80,9,13,332,500.0,5047,1,0,1,0
3.0,148,9,20,57,600.0,5047,0,1,1,0
4.0,121,9,62,1482,900.0,5047,0,1,1,0
3.2,426,33,20,1188,600.0,5047,0,1,1,0
2.6,142,9,20,1589,400.0,5047,1,0,1,0
3.1,159,9,62,1209,450.0,5047,0,1,1,0
3.6,83,33,62,866,350.0,5047,0,1,1,0
3.8,79,77,62,1272,400.0,5047,0,1,1,0
4.0,44,9,62,843,450.0,5047,0,1,1,0
2.8,161,84,21,539,1200.0,5047,1,0,1,0
3.6,194,9,62,591,250.0,5047,1,0,1,0
3.7,692,9,20,598,750.0,5047,0,1,0,1
3.3,218,9,20,1138,600.0,5047,0,1,1,0
4.0,112,77,62,1547,150.0,5047,1,0,1,0
3.7,205,53,62,1156,350.0,5047,0,1,1,0
3.0,401,9,62,829,500.0,5047,0,1,1,0
3.4,85,9,20,1187,500.0,5047,0,1,1,0
3.2,115,33,20,520,500.0,5047,0,1,1,0
3.6,92,9,62,1589,350.0,5047,0,1,1,0
3.6,98,9,62,1196,450.0,5047,1,0,1,0
4.0,183,9,66,782,550.0,5047,0,1,1,0
3.9,92,9,62,1423,350.0,5047,1,0,1,0
2.8,70,80,20,1520,650.0,5047,1,0,1,0
3.4,89,84,62,1156,300.0,5047,0,1,1,0
2.4,229,9,20,1156,450.0,5047,1,0,1,0
2.9,51,84,20,1235,600.0,5047,1,0,1,0
3.6,198,9,20,286,500.0,5047,1,0,1,0
3.7,82,9,62,872,150.0,5047,0,1,1,0
3.8,54,9,41,1156,500.0,5047,1,0,1,0
3.6,106,9,62,1589,250.0,5047,0,1,1,0
3.6,93,9,62,1196,300.0,5047,0,1,1,0
3.5,377,9,20,569,750.0,5047,0,1,1,0
3.7,49,9,62,826,300.0,5047,0,1,1,0
2.9,115,9,20,1196,800.0,5047,1,0,1,0
4.1,707,9,13,387,600.0,5047,1,0,1,0
4.6,5913,53,56,721,1400.0,5047,0,1,0,1
4.8,4705,53,57,803,1800.0,5047,1,0,0,1
4.3,53,53,46,680,4500.0,5047,1,0,1,0
4.5,1914,53,21,1369,1100.0,5047,1,0,0,1
4.4,3115,53,21,1350,1500.0,5047,0,1,0,1
4.4,3003,53,5,1311,1300.0,5047,0,1,0,1
4.4,747,53,60,726,1500.0,5047,1,0,0,1
4.4,1192,53,60,1228,1200.0,5047,0,1,0,1
4.2,746,53,4,719,1600.0,5047,1,0,0,1
4.4,623,53,21,641,1000.0,5047,1,0,0,1
4.0,872,53,5,1126,1500.0,5047,1,0,0,1
4.3,760,53,60,685,1300.0,5047,1,0,0,1
3.9,49,53,26,648,1100.0,5047,1,0,1,0
2.9,27,53,4,1314,1200.0,5047,1,0,1,0
3.9,125,53,46,806,2500.0,5047,1,0,0,1
2.6,62,53,21,1197,1000.0,5047,1,0,0,1
2.6,118,53,21,1196,1200.0,5047,1,0,1,0
4.4,1798,9,60,688,1200.0,5047,1,0,0,1
3.3,272,9,60,723,1500.0,5047,0,1,0,1
4.2,4750,12,20,1206,1500.0,5047,0,1,0,1
4.3,3152,49,20,1416,1500.0,5047,0,1,0,1
4.4,2136,48,37,1314,2200.0,5047,1,0,0,1
3.9,1939,49,20,1663,2100.0,5047,0,1,0,1
4.6,988,49,37,1654,3000.0,5047,1,0,1,0
4.3,698,49,37,812,3000.0,5047,1,0,1,0
3.9,53,49,20,167,1500.0,5047,1,0,0,1
3.8,200,49,20,982,1600.0,5047,0,1,0,1
4.1,274,49,37,994,3000.0,5047,1,0,0,1
3.0,108,49,20,1304,800.0,5047,1,0,1,0
4.5,2216,66,20,1103,1800.0,5047,1,0,0,1
4.4,1132,12,21,208,1200.0,5047,0,1,0,1
